id,month_year,year,title,description,category_label,company_name,salary_min,salary_max,country,state,county,city,lat,lon,is_ai_related,ai_relevance,matched_ai_terms,date_created
4811373246,2024-08,2024,Accounting / Technical Support Team Member,We are seeking a talented and motivated individual to become part of our Accounting / Technical Support team. We develop and support financial software solutions that manage accounting and investment portfolio information for our clients. You will help clients implement and transition to our system and assist them in the day-to-day use of our general ledger accounting software. These assignments involve considerable client interaction. Job Description As a member of the Accounting & Technical S…,IT Jobs,Asset Vantage,69529.51,69529.51,US,California,Santa Clara County,Santa Clara,37.353966,-121.952999,False,Not AI,,2024-08-05 11:09:54+00:00
4809729204,2024-08,2024,CyberSecurity Engineer II,"If you are not sure that you’re 100% qualified, but up for the challenge – we want you to apply. We recognize the value of training our employees and the outcomes they can achieve. We are currently offering a blended work model, but all candidates must be either Denver based, or willing to relocate to Denver, CO. Full -time, permanent remote work is not available for this role. Sponsorship for nonimmigrant visas are not offered Who we are: Founded in 1985, Richey May provides assurance, tax, an…",IT Jobs,Richey May,71000.0,106000.0,US,Colorado,Arapahoe County,Centennial,39.577288,-104.877642,False,Not AI,,2024-08-04 05:36:09+00:00
4816745303,2024-08,2024,Customer Support - Installation - Training,"c-Systems Software, located inArlington,Texas, is the national leader in computer business systems for powersports and outdoor/agricultural equipment dealerships. Recent development of an exciting new software application has us looking for professional individuals to perform in-house technical support and on-site installation and training for our business-critical products. Your outgoing personality and ability to think on your feet could be your ticket out of that stuffy office environment an…",IT Jobs,c-Systems Software,48850.29,48850.29,US,Texas,Tarrant County,Arlington,32.633077,-97.152093,False,Not AI,,2024-08-08 09:30:36+00:00
4823944348,2024-08,2024,Information Technology Support Technician,"Overview Avoya Travel is seeking an experienced full-time IT Support Tech for its San Marcos, CA location. This is a fast-paced position with growth potential. The role will serve as the first line of contact for our IT Department. The position will administer and support new and existing corporate information system assets. Support will be provided via desk-side, phone, and/or remote connectivity. This includes troubleshooting, diagnosing, and resolving hardware, software, and local area netwo…",IT Jobs,"Rev Agency, Llc.",59625.19,59625.19,US,California,,,37.928543,-120.943179,False,Not AI,,2024-08-13 13:50:04+00:00
4811266087,2024-08,2024,You would like to join Terawatt but do not see a role - drop your resume here!,"About Terawatt Infrastructure The once in a century transition to autonomous and electric vehicles is underway and will require a multi-trillion-dollar investment in energy and charging infrastructure, and the real estate to site it on. Terawatt is the leader in delivering large scale, turnkey charging solutions for companies rapidly deploying AV and EV fleets. Whether it’s an urban mobility hub, or a carefully located multi-fleet hub for semi-trucks, Terawatt brings the talent, capabilities, a…",IT Jobs,Terawatt Infrastructure,141986.64,141986.64,US,California,San Francisco,,37.798085,-122.466538,False,Not AI,,2024-08-05 11:01:24+00:00
4809743405,2024-08,2024,Systems Engineer,"Our client is hiring a full-time, permanent Systems Engineer in Midland, TX Bachelors degree from an accredited school. Need 2 years of experience. Arduino knowledge is a huge plus. Understanding of microcontroller boards such as Arduino, Raspberry PI, etc. Experience with sensors and actuators in embedded systems Basic programming experience in C, C++, Java Knowledge of Electronic Design Automation (EDA) tools. Work is done onsite. U.S. Citizens only; Company does not offer sponsorships for th…",IT Jobs,Viking Recruiting Resources,122389.62,122389.62,US,Texas,Midland County,Midland,31.98892,-102.0835,False,Not AI,,2024-08-04 05:37:22+00:00
4816714811,2024-08,2024,UC Voice & Contact Center Support Specialist,"The Maven Groups' multi-national manufacture is adding a UC Voice & Contact Center Engineer to its US office in Ohio. While NO RELOCATION can be provided for this role, our client is open to several other work locations. If the candidate resides within 50 miles of Beachwood OH, Moon Township PA, Raleigh NC, Houston TX, Dallas TX, or Southfield MI, the candidate must work at that site (hybrid schedules are available with the option to work 3 days per week onsite). This is a full-time, direct hir…",IT Jobs,The Maven Group,149844.39,149844.39,US,Ohio,Cuyahoga County,Beachwood,41.47086,-81.50982,False,Not AI,,2024-08-08 09:28:32+00:00
4823926180,2024-08,2024,Cloud Infrastructure Engineer Subcontractor,"Description Cloud Infrastructure Engineer Responsibilities: • Provide support for cloud infrastructure issues, including incident response and root cause analysis. • Troubleshoot and resolve technical issues related to cloud infrastructure and DevOps processes. • Manage the deployment and configuration of cloud infrastructure components. • Implement and manage CI/CD pipelines to ensure smooth and efficient deployment processes. • Automate infrastructure provisioning, configuration management, a…",IT Jobs,The Hackett Group,85554.16,85554.16,US,Florida,,,28.752785,-82.468046,False,Not AI,,2024-08-13 13:45:59+00:00
4823910934,2024-08,2024,Staff Flight Software Engineer,"At Vast, our mission is to contribute to a future where billions of people are living and thriving in space. Vast is developing next-generation space stations to ensure a continuous human presence in space for America and its allies, enabling advanced microgravity research and manufacturing, and unlocking a new space economy for government, corporate, and private customers. Using an incremental, hardware-rich and low-cost approach, Vast is rapidly developing its multi-module Haven Station. Have…",IT Jobs,Vast,188600.0,267700.0,US,California,Los Angeles County,Long Beach,33.8232,-118.25851,False,Not AI,,2024-08-13 13:36:53+00:00
4811301016,2024-08,2024,Plumbing Purchasing Agent,"Plumbing Purchasing Agent job in Palo Alto, CA This is a permanent, full-time position offering a great salary and benefits. Responsibilities: Contact vendors and suppliers to ensure proper material, timing and best pricing Build and maintain strong relationship with suppliers and vendors Work with internal project management and estimating team to assist with quantities and amounts Requirements: Advanced plumbing and hvac material knowledge 3 years of plumbing purchasing experience Local and s…",IT Jobs,Gulfstream Strategic Placements,72259.82,72259.82,US,California,Santa Clara County,Palo Alto,37.445797,-122.157575,False,Not AI,,2024-08-05 11:03:46+00:00
4804604596,2024-08,2024,Project Management Specialist - Business Analyst,"This opportunity is a ""Right-to-Hire"" opportunity beginning as a consulting opportunity with expected conversion to a permanent employee within the first year. The client is not in position to provide Visa sponsorship. Responsibilities : The Business Analyst is responsible for supporting various initiatives across the Fixed Income investment team, with an emphasis on understanding the project(s) requirements from the business perspective and to ensure those requirements are translated into the …",IT Jobs,Verithium,122312.96,122312.96,US,New Jersey,Essex County,Newark,40.735075,-74.173906,False,Not AI,,2024-08-01 05:28:53+00:00
4811276008,2024-08,2024,Senior Deployment Strategist,"Who we are Picogrid is a leading venture-backed defense technology company founded to bridge the decades-long gap between modern technology and the critical demands of national security. Today, we're building the essential infrastructure to unify sensors, autonomy, and operators with our technology deployed in active operations around the world. Our mission is to deliver an operational advantage to secure the United States and its allies. About the Role As a Senior Deployment Strategist at Pico…",IT Jobs,Picogrid,100000.0,160000.0,US,California,San Francisco,,37.798085,-122.466538,False,Not AI,,2024-08-05 11:02:04+00:00
4811370461,2024-08,2024,Oracle Financials - R12 Developer,"Job Title: Oracle EBS Financials - R12 Developer Category: ORACLE APPS Job Type: Full time / Permanent Location: Colorado, USA Job Description: SofTec is looking for candidates with a demonstrated history of R12 upgrade project successes. Specifically we require a technical consultant to lead the upgrade for Oracle E-Business Suite Financials (General Ledger, Accounts Payable, Accounts Receivable, Cash Management, Budgeting and Fixed Assets) and E-Business Suite Procurement (Purchasing, iProcur…",IT Jobs,Softec Solution,154742.88,154742.88,US,Colorado,Denver,,39.75,-104.99,False,Not AI,,2024-08-05 11:09:42+00:00
4876021634,2024-09,2024,Customer Success Lead,"We are seeking a dedicated and experienced Customer Success Lead with a strong background in agriculture and software to join our team. This full-time, on-site role is crucial in ensuring our clients achieve their desired outcomes while using our innovative agricultural software solutions. The ideal candidate will have a deep understanding of both the agricultural industry and software applications, and will be passionate about helping customers succeed. Job Requirements Bachelor's degree in Ag…",IT Jobs,Overwatch Agriculture,63374.63,63374.63,US,Colorado,Boulder County,Boulder,40.040651,-105.20778,False,Not AI,,2024-09-25 11:22:59+00:00
4870424601,2024-09,2024,Front End Web Developer,"Intelligent Automation, Inc. (IAI) is a technology innovation company headquartered in Rockville, MD. For over 30 years, we have specialized in providing advanced technology solutions and R&D services to federal agencies and corporations throughout the United States and internationally. Leveraging agile R&D processes, a multi-disciplinary collaborative environment, and its substantial intellectual property portfolio, IAI excels in developing concepts into market-focused products and customer-dr…",IT Jobs,Intelligent Automation,190069.06,190069.06,US,Maryland,Montgomery County,Derwood,39.14502,-77.13756,False,Not AI,,2024-09-20 07:12:51+00:00
4870299072,2024-09,2024,Research Scientist - EM Modelling & Simulation,"Job Description Intelligent Automation, Inc. (IAI) is seeking highly motivated Research Scientists with experience in electromagnetic theory and simulations, electromagnetic propagation modeling and ray tracing. Job duties include research and software development for modeling and simulation of advanced wireless propagation, ray tracing, radiative transfer, and physical/geometric optics algorithms. U.S. citizenship or green card is required for this job. Required Skills • M.S. or Ph.D. in Elect…",IT Jobs,Intelligent Automation,275057.5,275057.5,US,Maryland,Montgomery County,Derwood,39.14502,-77.13756,True,High,research scientist,2024-09-20 05:39:18+00:00
4870434025,2024-09,2024,Configuration Management,"Role Description/Responsibilities: Ability to assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information. Align with specific iterations of work, managing User Stories and traceability, assisting with task tracking, and getting information out of ELM, and supporting SCRUM and testing activities to help ensure successful delivery. *This program requires an MBI clearance. Selected candidate shall not star…",IT Jobs,Dansources Technical Services,100000.0,110000.0,US,Maryland,Montgomery County,Forest Glen,39.001677,-77.03534,False,Not AI,,2024-09-20 07:18:27+00:00
4870705369,2024-09,2024,Sr Computational Physics Software Developer,"Job description Corvid Technologies is seeking experienced software developers with experience in structural dynamics and computational physics to join our development group in Mooresville, NC. This position will provide an opportunity for talented candidates to advance state-of-art technology that supports Corvid's endeavor to deliver timely and accurate engineering solutions to our customers. Representative Duties and Tasks: Lead and participate in the research, design, and development of Cor…",IT Jobs,Corvid Technologies Llc,163705.45,163705.45,US,North Carolina,Iredell County,Doolie,35.575716,-80.886737,False,Not AI,,2024-09-20 09:40:33+00:00
4870647238,2024-09,2024,Research Scientist/Engineer,"Intelligent Automation, Inc. (IAI) is a technology innovation company headquartered in Rockville, MD. We specialize in providing advanced technology solutions and R&D services to federal agencies, and corporations throughout the United States and internationally. Leveraging agile R&D processes and a multidisciplinary collaborative environment IAI excels in developing concepts into market-focused products and customer-driven solutions. IAI's core R&D areas include: Artificial Intelligence/Machin…",IT Jobs,Intelligent Automation,219803.95,219803.95,US,Maryland,Montgomery County,Derwood,39.14502,-77.13756,True,High,"artificial intelligence, research scientist",2024-09-20 09:14:32+00:00
4876021639,2024-09,2024,Principal Data Engineer,"As a Principal Data Engineer, you will lead a team in building and maintaining scalable, reliable data pipelines that bridge on-premises and cloud environments. You'll leverage your expertise in data engineering, streaming technologies, and leadership to drive the team towards achieving business objectives. Key Responsibilities: Team Leadership: Lead, mentor, and manage a team of data engineers specializing in streaming technologies. Data Pipeline Development: Design and implement high-throughp…",IT Jobs,Overwatch Agriculture,190972.45,190972.45,US,Colorado,Boulder County,Boulder,40.040651,-105.20778,False,Not AI,,2024-09-25 11:22:59+00:00
4858935560,2024-09,2024,Software Engineer,"Software Engineer We are a distributed software development studio currently based primarily in Texas looking for a software engineer to join our small team. We try to find interesting and cutting edge projects to work on. Currently some of our projects include building data-driven political campaign technology, building VoIP features for one of the fatest growing CRM companies, and creating the core routing engine for a ""sharing economy"" startup. We would prefer someone in the DFW area but wou…",IT Jobs,Flow180,53987.06,53987.06,US,Texas,Denton County,Denton,33.216723,-97.141322,False,Not AI,,2024-09-10 09:38:58+00:00
4870308938,2024-09,2024,Lead Architect,"Role Description/Responsibilities: Ability to assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information. Align with specific iterations of work, managing User Stories and traceability, assisting with task tracking, and getting information out of ELM, and supporting SCRUM and testing activities to help ensure successful delivery. Requirements/Required Skills: · 3 years using Rational Team Concert or equ…",IT Jobs,Dansources Technical Services,100000.0,120000.0,US,Maryland,Montgomery County,Forest Glen,39.001677,-77.03534,False,Not AI,,2024-09-20 05:51:57+00:00
4870661782,2024-09,2024,SharePoint Consultant,"SHAREPOINT ENGINEER job Description Summary/objective The SharePoint Engineer performs several roles for SharePoint engagements including gathering requirements, performing assessments, troubleshooting reported issues, performing knowledge transfer, designing, building and developing solutions to solve complex busines problems. At this stage in their career, the SharePoint Engineer has deep knowledge of SharePoint (on-premises & M365) and application of job principles, theories, and concepts an…",IT Jobs,Entrance,170770.31,170770.31,US,Texas,Harris County,Houston,29.75706,-95.3698,False,Not AI,,2024-09-20 09:18:09+00:00
4870360167,2024-09,2024,Electrical Engineer: FPGA Firmware-Hardware,"Job Description Intelligent Automation, Inc. (IAI) is seeking highly motivated electrical engineer with experience in field programmable gate arrays (FPGA) firmware and hardware design for real-time signal processing. U.S. citizenship or green card is required for this job. Required Skills • B.S., M.S. or Ph.D. in Electrical Engineering (or a related field) • Experience with transferring system level design of communication or radar systems to HDL code • Experience in implementing signal proces…",IT Jobs,Intelligent Automation,240466.03,240466.03,US,Maryland,Montgomery County,Derwood,39.14502,-77.13756,False,Not AI,,2024-09-20 06:37:56+00:00
4897493752,2024-10,2024,IT Service Management (ITSM) Consultant,"IT Service Management (ITSM) Consultant Remote / Local to Washington, DC Metro Area Overview: Softtek Government Solutions is seeking a highly motivated and experienced IT Service Management (ITSM) Consultant to join our team. You will be responsible for analyzing, designing, (re-) architecting, transforming, and developing IT Service Management business processes. In this role, you will work closely with other ITSM consultants, stakeholders, business analysts, and ServiceNow architects to desi…",IT Jobs,Aveshka Inc,129522.05,129522.05,US,Virginia,Arlington County,Rosslyn,38.89921,-77.03815,False,Not AI,,2024-10-10 09:48:54+00:00
4897477766,2024-10,2024,IVR Solutions Architect,"IVR Solutions Architect Remote / Local to Washington, DC Metro Area Overview: Softtek Government Solutions is seeking a highly motivated and experienced IVR Solutions Architect to join our team. You will be responsible for analyzing, planning, designing, architecting, and developing IVR solutions that support large government programs. In this role, you will work closely with program managers, stakeholders, business analysts, developers, ITSM consultants to execute your mission. Responsibilitie…",IT Jobs,Aveshka Inc,141854.0,141854.0,US,Virginia,Arlington County,Rosslyn,38.89921,-77.03815,False,Not AI,,2024-10-10 09:27:06+00:00
4898776838,2024-10,2024,IT Service Manager,"IT Service Manager Remote / Local to Washington, DC Metro Area Overview: Softtek Government Solutions is seeking a highly motivated and experienced IT Service Manager to join our team. You will be responsible for planning, overseeing, monitoring, reporting, and improving IT services that support large government programs. In this role, you will work closely with ITSM consultants, service agents, program stakeholders, business analysts, and developers to execute your mission. Responsibilities: O…",IT Jobs,Aveshka Inc,125934.82,125934.82,US,Virginia,Arlington County,Rosslyn,38.89921,-77.03815,False,Not AI,,2024-10-11 08:54:22+00:00
4897493835,2024-10,2024,Data Architect,"Data Architect Remote / Local to Washington, DC Metro Area Overview: Softtek Government Solutions is seeking a highly motivated and experienced Data Architect to join our team. You will be responsible for analyzing, modeling, developing, implementing, troubleshooting, and maintaining database models in support large government programs. In this role, you will work closely with program managers, stakeholders, other business analysts, and developers to execute your mission. Responsibilities: Desi…",IT Jobs,Aveshka Inc,129307.55,129307.55,US,Virginia,Arlington County,Rosslyn,38.89921,-77.03815,False,Not AI,,2024-10-10 09:49:06+00:00
4924380749,2024-11,2024,Digital Media Technology Services Live Events Technician II,"Primary Purpose The Digital Media Technology Services Live Events Technician I position is responsible for AV technical support to the University community for live events technology coordination, setup, operation, and tear down. They generate SOPs and set-up documentations for proper AV delivery of live events. In addition to events support, this position includes vendor and customer interaction in the evaluation, technical design and implementation of AV projects that advance the state of dig…",IT Jobs,University of the Pacific,53809.0,71302.0,US,California,San Joaquin County,Stockton,37.957384,-121.288386,False,Not AI,,2024-11-03 06:55:06+00:00
4980096791,2024-12,2024,Software Engineer,"As a Software Engineer, you will be responsible for developing new features to enhance the platform's stability and reliability. This role is perfect for someone who loves combining math and software, and is excited about applying their experience to find solutions in rugged, agricultural environments. Key Responsibilities: Implementing new features to improve the stability and reliability of our platform. Designing mitigation and fallback strategies for systems. Architecting, designing, and im…",IT Jobs,Overwatch Agriculture,145557.53,145557.53,US,Colorado,Boulder County,Boulder,40.040651,-105.20778,False,Not AI,,2024-12-16 11:22:13+00:00
5014494395,2025-01,2025,Computer Specialist II,"Position Function: As a Computer Specialist II, you will play a crucial role in optimizing and managing our high-performance computing infrastructure and supporting network to support complex scientific, engineering, and research applications at the Mississippi State University (MSU) High Performance Computing Collaboratory (HPC2). Must be a U.S. Citizen or Permanent Resident. Salary Grade : 16 Please see Staff Compensation Structure or Skilled Crafts and Service Maintenance Compensation Schedu…",IT Jobs,MSU Jobs,97613.91,97613.91,US,Mississippi,Oktibbeha County,Starkville,33.4504,-88.818387,False,Not AI,,2025-01-17 10:27:57+00:00
5063330786,2025-02,2025,Network Administrator 1 (NBOE),"Position Type: Non Instructional - All Titles/ Network Administrator 1 Date Posted: 2/19/2025 Location: Division of Information Tech - 304 NEWARK BOARD OF EDUCATION HUMAN RESOURCE SERVICES 765 BROAD STREET, NEWARK, NEW JERSEY 07102 ROGER LEï¿½N, SUPERINTENDENT NETWORK ADMINISTRATOR I Division of Information Technology (Pending availability of funds and Board of Education approval) The Superintendent invites qualified and interested persons to apply for the position of Network Administrator I in…",IT Jobs,Newark Board of Education,81029.8,81029.8,US,New Jersey,Essex County,Newark,40.735075,-74.173906,False,Not AI,,2025-02-25 12:42:37+00:00
5044853923,2025-02,2025,"Lead Software Engineer, DevOps","Overview Sedaro is hiring a Lead DevOps E ngineer to build our culture of operational excellence . In this role, you will integrate CI/CD, security, and observability tools and automation for our Kubernetes-based multi-cloud environment , as well as rallying your teammates toward best practices. Team: DevSecOps Enablement, reporting to the Director of Engineering Location: In person in Arlington, VA U . S . Citizen or permanent resident status require d Who We Are Our cloud-native simulation pl…",IT Jobs,Sedaro,120000.0,150000.0,US,Virginia,Arlington County,South,38.872292,-77.11568,False,Not AI,,2025-02-10 13:57:36+00:00
5120588293,2025-03,2025,Senior Software Engineer (Java / Full Stack),"​​​​​Senior Software Engineer (JAVA Full Stack) ​​​​​​ Reports To (Job – Role): Sr. Solution Development Leader Workplace Location: Southlake,Dallas, TX, US Domain Expertise : Transmission & Distribution Automation Industry Segment : Power & Energy / Energy Utilities Onsite, Office Based Relocation support or allowances Full Time, Permanent (Not Contract or C2C) GC or US Citizen only, Company will not sponsor or Transfer Visa Company Overview: Our client is world’s best engineering & technology…",IT Jobs,Confisa International Group,108321.54,108321.54,US,Texas,Dallas,,32.798895,-96.767002,False,Not AI,,2025-03-31 20:58:07+00:00
5075819054,2025-03,2025,Service Operations Manager,"Role: Service Operations Manager Department: Service Delivery Reports To: CEO Location: Remote, Global Term: Permanent Full-Time Benefits: Remote Work, Certifications and Training Program. Unlimited Time Off Company Overview Imagis is an IT digital transformation firm that has been focused on the technology needs of Non-Profits, Biotech, Biomed, and other Healthcare IT companies for over 25 years. Our Mission is to deliver the best digital workplace experience for people to work better together…",IT Jobs,Langate,99562.34,99562.34,US,New York,New York City,Manhattan,40.754996,-73.993461,False,Not AI,,2025-03-04 19:02:32+00:00
5098049466,2025-03,2025,Business Development Executive,"Ready to propel your career to new heights? Join CMi, a Vitesse Systems Company, where innovation meets opportunity. At CMi, we don't just keep up with the future; we define it. We're pioneers in transforming how the world communicates, captures, and shares data, especially in vital sectors like Defense and Space. Our cutting-edge solutions, from advanced radar systems to integrated thermal management and antenna solutions, are at the heart of making our nation and the world safer. Why CMi? We'…",IT Jobs,"CMi, A Vitesse Systems Company",115000.0,150000.0,US,Colorado,Boulder County,Longmont,40.173328,-105.114201,False,Not AI,,2025-03-17 21:36:18+00:00
5133313569,2025-04,2025,"Lead Software Engineer, Compiler","Overview Sedaro is hiring a Lead Compiler Engineer to strengthen the performance and reliability of our aerospace simulation platform. In this role, you will build features for our simulation compiler and runtime , develop optimizations, and leverage the cloud for cutting-edge performance and scale. Team : Simulator , reporting to the Team Lead Location : In person in Arlington, VA U.S. Citizen or permanent resident status Who We Are Our cloud-native simulation platform enables digital mission …",IT Jobs,Sedaro,120000.0,170000.0,US,Virginia,Arlington County,South,38.872292,-77.11568,False,Not AI,,2025-04-07 02:33:38+00:00
5222376229,2025-05,2025,IT Business Analyst,"IT Business Analyst Remote / Local to Washington, DC Metro Area Overview: Softtek Government Solutions is seeking a highly motivated and experienced IT Business Analyst to join our team. You will be responsible for gather business requirements, analyzing documentation, interviewing stakeholders, and validating IT solutions in support large government programs. In this role, you will work closely with program managers, stakeholders, other business analysts, and developers to execute your mission…",IT Jobs,Aveshka Inc,112815.46,112815.46,US,Virginia,Arlington County,Rosslyn,38.89921,-77.03815,False,Not AI,,2025-05-29 15:46:08+00:00
5189305139,2025-05,2025,IT Business Analyst,"The company is a long time client - and the HR contact is someone I have worked with at various clients over a 15 year period. They are anxious to fill this role. Please note - The Client is not able to sponsor for this role. Job Description IT Business Analyst Are you passionate about leveraging technology to drive innovation? Join our team as an IT Business Analyst and play a pivotal role in transforming business processes through emerging technologies.​  Location: Hopewell, NJ (Hybrid)  Type…",IT Jobs,Beyond SOF,94495.77,94495.77,US,New Jersey,Mercer County,Hopewell,40.391338,-74.776127,False,Not AI,,2025-05-08 16:26:24+00:00
5177856389,2025-05,2025,Data Analyst,"ASHLIN is an Equal Opportunity Employer. ASHLIN is also an Equal Opportunity of Protected Veterans and Individuals with Disabilities. ASHLIN Management is a VEVRAA Federal Contractor and desires for Priority Referrals of Protected Veterans DATA ANALYST JOB DESCRIPTION ASHLIN Management Group Essential duties and responsibilities : Develop visualizations using tools such as Tableau, PowerBI and/or Sisense Use sophisticated data analysis methods to support project team in creating deliverable for…",IT Jobs,"Ashlin Management Group, Inc.",82459.04,82459.04,US,Maryland,Prince George's County,Bowie,38.98596,-76.73591,False,Not AI,,2025-05-03 00:11:09+00:00
5222526666,2025-05,2025,Contract Desktop Systems Specialist 1,"Onto Innovation is a leader in process control, combining global scale with an expanded portfolio of leading-edge technologies that include: 3D metrology spanning the chip from nanometer-scale transistors to micron-level die-interconnects; macro defect inspection of wafers and packages; metal interconnect composition; factory analytics; and lithography for advanced semiconductor packaging. Our breadth of offerings across the entire semiconductor value chain helps our customers solve their most …",IT Jobs,Onto Innovation,68170.06,68170.06,US,Minnesota,Hennepin County,Bloomington,44.836503,-93.273452,False,Not AI,,2025-05-29 16:10:17+00:00
